,1,building_id,name,building_type_id,year_built,base_area,stories,un_residential_floor,building_sqft,non_residential_sqft,p_ruzhulv,job_type_name,parcel_id2,geometry,kindergarten_weight,primary_weight,middle_weight,high_weight,school_cap_round
90,2004.0,2016.0,第一中学,5.0,2002.0,923.0,4.0,0.0,3695.0,3695,0.8,service,218,"POLYGON Z ((114.14980598428234 30.513635715499554 0, 114.14981163733863 30.513625767037404 0, 114.1498205740455 30.51362900567542 0, 114.1498290256662 30.513632067798465 0, 114.14984020719102 30.51363386491318 0, 114.14984921369576 30.513633701315552 0, 114.14986048741105 30.513632286388034 0, 114.14986683083397 30.51363055645314 0, 114.1498732113165 30.513627625968763 0, 114.14988745595826 30.513617312003017 0, 114.14989214363749 30.513610792575186 0, 114.1499008133562 30.513595489611838 0, 114.14991399761193 30.51360113371556 0, 114.1500303013953 30.513389908576496 0, 114.15001690638229 30.513384248353947 0, 114.15002836813628 30.513363412507967 0, 114.15002953061027 30.51335454231034 0, 114.1500284608122 30.513344912327963 0, 114.15002520672964 30.513333312777668 0, 114.15001913035456 30.513325379676864 0, 114.15001304352245 30.513318259383052 0, 114.15000420649339 30.51331319802763 0, 114.14998937293895 30.51330655348684 0, 114.14999667583439 30.513293636697938 0, 114.14988292487102 30.51324710689981 0, 114.14988675988319 30.513238991254326 0, 114.14979656521804 30.51320166945816 0, 114.14979274504978 30.513209378520134 0, 114.14961389069988 30.513139516649428 0, 114.14953485723233 30.513140602997368 0, 114.14953186159354 30.513218655722806 0, 114.14957121711416 30.5132181195799 0, 114.14959990016914 30.513217719033413 0, 114.14995110082388 30.513362196498726 0, 114.14984031518408 30.513564620379743 0, 114.14967275739114 30.51349512889236 0, 114.14962873331406 30.51347687577652 0, 114.14956932648276 30.51347142084795 0, 114.14956657575561 30.51354962448803 0, 114.14959542101202 30.513549203850108 0, 114.14963222121378 30.513565364046368 0, 114.14980598428234 30.513635715499554 0))",0.0,0.0,1.0,0.0,215.0
91,2005.0,2029.0,第一中学,5.0,2002.0,1593.0,4.0,0.0,6372.0,6372,0.8,service,218,"POLYGON Z ((114.14757997643535 30.511489737281615 0, 114.14728292993335 30.51149432024391 0, 114.14726364734874 30.511996205894974 0, 114.1475678550022 30.511993500330252 0, 114.14757070055343 30.511915675136734 0, 114.14756300288255 30.51191576005716 0, 114.14757997643535 30.511489737281615 0))",0.0,0.0,1.0,0.0,370.0
92,2006.0,2030.0,第一中学,5.0,2002.0,2102.0,4.0,0.0,8409.0,8409,0.8,service,218,"POLYGON Z ((114.14819665922921 30.511552782857432 0, 114.1476412654958 30.51155913857795 0, 114.14762784954527 30.511915021569525 0, 114.14818324323966 30.511908666852964 0, 114.14819665922921 30.511552782857432 0))",0.0,0.0,1.0,0.0,489.0
93,2395.0,2406.0,武汉经济开发区职业技术学校,5.0,1988.0,525.0,4.0,0.0,2100.0,2100,0.8,service,309,"POLYGON Z ((114.13784611667234 30.49354750281987 0, 114.13821890816365 30.49331262884546 0, 114.13811206982668 30.493185326354176 0, 114.13807724015807 30.493208123506324 0, 114.13811685212117 30.493255008529136 0, 114.13781588672927 30.493449623255113 0, 114.13777649064433 30.49340172808633 0, 114.1377462270509 30.49342598877608 0, 114.13784611667234 30.49354750281987 0))",0.0,0.0,1.0,0.0,122.0
94,2396.0,2407.0,武汉经济开发区职业技术学校,5.0,1988.0,324.0,4.0,0.0,1299.0,1299,0.8,service,309,"POLYGON Z ((114.13835123263713 30.493261758470663 0, 114.13857794329722 30.493115916685955 0, 114.1385258882311 30.493052987522315 0, 114.13854602624606 30.49304008049294 0, 114.13852842987139 30.493018818723428 0, 114.13826976597203 30.493184667747705 0, 114.1382969623187 30.4932175429481 0, 114.13830890578376 30.493209877672207 0, 114.13835123263713 30.493261758470663 0))",0.0,0.0,1.0,0.0,76.0
95,2397.0,2408.0,武汉经济开发区职业技术学校,5.0,1988.0,587.0,4.0,0.0,2351.0,2351,0.8,service,309,"POLYGON Z ((114.138819295079 30.492950400380515 0, 114.13862517005627 30.492715830336348 0, 114.13847111280035 30.492814332459115 0, 114.13866511164751 30.49304875766437 0, 114.138819295079 30.492950400380515 0))",0.0,0.0,1.0,0.0,137.0
96,2405.0,2409.0,武汉经济开发区职业技术学校,5.0,1988.0,621.0,4.0,0.0,2484.0,2484,0.8,service,309,"POLYGON Z ((114.1379793588253 30.49263882365655 0, 114.13807777335758 30.49256455420561 0, 114.13838316322027 30.492636476001252 0, 114.138408848345 30.492556198961474 0, 114.13803259504441 30.492456656796737 0, 114.13801616832245 30.492498498666126 0, 114.13791595451792 30.492562333613893 0, 114.1378827718725 30.492560457639257 0, 114.13786999921658 30.49272263938318 0, 114.13796723034773 30.492727967002303 0, 114.1379793588253 30.49263882365655 0))",0.0,0.0,1.0,0.0,144.0
97,2406.0,2411.0,武汉经济开发区职业技术学校,5.0,1988.0,228.0,4.0,0.0,914.0,914,0.8,service,309,"POLYGON Z ((114.13834345597995 30.492750791475515 0, 114.13830275769719 30.492700524510838 0, 114.13801986222178 30.49287867432183 0, 114.13806056050741 30.49292894230639 0, 114.13834345597995 30.492750791475515 0))",0.0,0.0,1.0,0.0,53.0
98,2407.0,2412.0,武汉经济开发区职业技术学校,5.0,1988.0,113.0,4.0,0.0,454.0,454,0.8,service,309,"POLYGON Z ((114.13861370994786 30.492700409869112 0, 114.1385226839827 30.492591762363507 0, 114.13845903260292 30.492633078247113 0, 114.13855005856789 30.492741725752733 0, 114.13861370994786 30.492700409869112 0))",0.0,0.0,1.0,0.0,26.0
99,4472.0,4561.0,神龙第一初级中学,5.0,2021.0,2307.0,5.0,0.0,11539.0,11539,0.5,service,48,"POLYGON Z ((114.15892706442612 30.497215961782196 0, 114.1589272374752 30.49716934119475 0, 114.15892133485578 30.49714244177239 0, 114.15890010680134 30.497114704772937 0, 114.15879015330285 30.49718258823601 0, 114.15866558251925 30.497025975673527 0, 114.15881815021957 30.496931003605145 0, 114.15885640786041 30.496976746316975 0, 114.15895449722484 30.49690910225688 0, 114.1588843309063 30.496817604936297 0, 114.1588455960637 30.496807123473843 0, 114.1588022932533 30.496806945430514 0, 114.15875866651302 30.496811667901845 0, 114.15876454484928 30.496829605772582 0, 114.15878570995058 30.496862433590074 0, 114.1587644654824 30.496866204961034 0, 114.15875859741537 30.49684353156343 0, 114.15810968282277 30.497236889453777 0, 114.15812069014667 30.497255868560096 0, 114.15809344617601 30.4972786770939 0, 114.15806571605162 30.49723671770431 0, 114.15804358664069 30.497255461097247 0, 114.15801707420862 30.497282799657373 0, 114.15801697962718 30.497314655163937 0, 114.15801693057703 30.497337274121815 0, 114.1580705570489 30.49740626176305 0, 114.15818022555767 30.497343381502834 0, 114.15816321846667 30.49732046209784 0, 114.15857319127785 30.49708084399346 0, 114.15870369632573 30.497228343806807 0, 114.15837010317789 30.49744475091505 0, 114.15839766687593 30.49747777830098 0, 114.15845224511556 30.497500978241213 0, 114.15850605033886 30.49751021598446 0, 114.15855583793521 30.497510747329763 0, 114.15860982021472 30.497497135983238 0, 114.15866435842678 30.497465716121887 0, 114.15863728239724 30.497433759804206 0, 114.15889976933464 30.497270323951792 0, 114.15892706442612 30.497215961782196 0))",0.0,0.0,1.0,0.0,671.0
100,4473.0,4587.0,神龙第一初级中学,5.0,2021.0,812.0,5.0,0.0,4064.0,4064,0.5,service,48,"POLYGON Z ((114.15892492209635 30.497649989568863 0, 114.15869618983605 30.4975321990588 0, 114.1586536845121 30.497597595506697 0, 114.15860028668382 30.497565287477215 0, 114.15853664319431 30.497648557177513 0, 114.15901524118644 30.497906086328594 0, 114.1590787106628 30.49781377931503 0, 114.15888261933324 30.497719183716942 0, 114.15892492209635 30.497649989568863 0))",0.0,0.0,1.0,0.0,236.0
101,4474.0,4588.0,神龙第一初级中学,5.0,2021.0,1841.0,5.0,0.0,9207.0,9207,0.5,service,48,"POLYGON Z ((114.16026120624616 30.498067566696463 0, 114.16031399175907 30.4979982280794 0, 114.16035148513865 30.497928914190066 0, 114.16037789775778 30.497835313278813 0, 114.16037785725338 30.49775168086357 0, 114.16017608995041 30.497760161869397 0, 114.16017612393509 30.497830332527094 0, 114.16015542805863 30.497905035878638 0, 114.16012856527695 30.497951223556445 0, 114.16009693438613 30.497974317746554 0, 114.1600483773787 30.49796486218264 0, 114.16000559042325 30.497954889638304 0, 114.15994234352738 30.49795479319874 0, 114.15989983531479 30.49796837959096 0, 114.15987318084622 30.497991731567296 0, 114.15984632237699 30.49802481739051 0, 114.1597938336349 30.4980247373551 0, 114.15974553475118 30.49799626712631 0, 114.15963938680342 30.498154056442747 0, 114.15974563386288 30.49820091031707 0, 114.15982069893509 30.49822031360309 0, 114.15987904859853 30.49822962001976 0, 114.15993173064541 30.498252896255472 0, 114.15998500286776 30.498253251253054 0, 114.1600327675729 30.498244216329113 0, 114.16008602926317 30.498220991042693 0, 114.16011804066686 30.49819319080705 0, 114.16013875615175 30.498160808137726 0, 114.16018098755741 30.498127659636403 0, 114.16026120624616 30.498067566696463 0))",0.0,0.0,1.0,0.0,535.0
102,0.0,0.0,武汉经济技术开发区第二中学,0.0,0.0,0.0,0.0,0.0,0.0,1800,0.0,0,346,0,0.0,0.0,1.0,0.0,105.0
103,0.0,0.0,武汉经济技术开发区第一初级中学,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0,21,0,0.0,0.0,1.0,0.0,116.0
104,0.0,0.0,武汉实验外国语学校初中部,0.0,0.0,0.0,0.0,0.0,0.0,720,0.0,0,45,0,0.0,0.0,1.0,0.0,42.0
105,0.0,0.0,武汉实验外国语学校,0.0,0.0,0.0,0.0,0.0,0.0,1800,0.0,0,2,0,0.0,0.0,1.0,0.0,105.0
106,0.0,0.0,三牛中美中学,0.0,0.0,0.0,0.0,0.0,0.0,200,0.0,0,5,0,0.0,0.0,1.0,0.0,12.0
107,0.0,0.0,武汉经济技术开发区第一初级中学官士墩校区,0.0,0.0,0.0,0.0,0.0,0.0,1800,0.0,0,244,0,0.0,0.0,1.0,0.0,105.0
108,0.0,0.0,经开第一高中,0.0,0.0,0.0,0.0,0.0,0.0,1300,0.0,0,218,0,0.0,0.0,0.0,1.0,60.0
109,0.0,0.0,东风汽车公司武汉技师学院,0.0,0.0,0.0,0.0,0.0,0.0,6000,0.0,0,365,0,0.0,0.0,0.0,1.0,276.0
